Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],A-AtomicNumber,A-AtomicMass,A-NumberofNeutrons,A-NumberofProtons,A-NumberofElectrons,A-Period,A-Group,A-AtomicRadius,A-Electronegativity,A-FirstIonization,A-Density,A-MeltingPoint,A-BoilingPoint,A-NumberOfIsotopes,A-SpecificHeat,A-NumberofShells,B-AtomicNumber,B-AtomicMass,B-NumberofNeutrons,B-NumberofProtons,B-NumberofElectrons,B-Period,B-Group,B-Electronegativity,B-FirstIonization,B-Density,B-MeltingPoint,B-BoilingPoint,B-NumberOfIsotopes,B-SpecificHeat,B-NumberofShells,Vacancy energy [eV/O atom]
GaRhO3,Ga,Rh,FALSE,not balanced,not balanced,0.62,0.61,cubic,-0.65,0.867,0.134,11.785,0,3.891,3.891,3.891,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.916
GdRhO3,Gd,Rh,TRUE,3,3,1.11,0.67,orthorhombic,-2.408,-0.044,0,11.717,0.966,5.291,5.787,7.654,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.071
GeRhO3,Ge,Rh,FALSE,2,4,0.73,0.6,cubic,-0.605,0.839,0.049,11.86,0,3.9,3.9,3.9,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.665
HfRhO3,Hf,Rh,FALSE,not balanced,not balanced,0.83,0.61,cubic,-1.055,1.56,0,11.687,0,3.881,3.881,3.881,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.995
HgRhO3,Hg,Rh,FALSE,2,4,1.14,0.6,rhombohedral,-0.628,0.176,0.2,11.671,0,5.43,5.43,5.43,61.4,61.4,61.4,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.407
HoRhO3,Ho,Rh,TRUE,2,4,1.12,0.6,cubic,-1.831,0.573,0,11.935,0,3.908,3.908,3.908,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.263
InRhO3,In,Rh,FALSE,not balanced,not balanced,0.92,0.61,cubic,-0.802,0.587,0.1,12.277,0,3.945,3.945,3.945,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.092
IrRhO3,Ir,Rh,FALSE,3,3,0.68,0.67,cubic,0.397,1.347,0.743,11.722,0,3.884,3.884,3.884,90,90,90,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.62
KRhO3,K,Rh,FALSE,not balanced,not balanced,1.64,0.61,tetragonal,-1.03,0.192,0.424,12.434,0,3.925,3.925,4.035,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.416
LaRhO3,La,Rh,TRUE,3,3,1.36,0.67,orthorhombic,-2.386,-0.062,0,12.605,0.674,5.503,5.806,7.89,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,1.14
LiRhO3,Li,Rh,FALSE,not balanced,not balanced,0.92,0.61,orthorhombic,-1.253,0.051,0.135,9.29,0,4.97,5.147,7.264,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.04
LuRhO3,Lu,Rh,FALSE,3,3,1.03,0.67,cubic,-1.728,0.72,0.001,11.811,0,3.894,3.894,3.894,90,90,90,71,174.967,104,71,71,6,,2.3,1.27,5.4259,9.84,1936.15,3675,22,0.154,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.647
MgRhO3,Mg,Rh,FALSE,2,4,0.89,0.6,cubic,-1.067,0.734,0.26,11.64,0,3.875,3.875,3.875,90,90,90,12,24.305,12,12,12,3,2,1.7,1.31,7.6462,1.74,923.15,1363,8,1.023,3,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.243
MnRhO3,Mn,Rh,FALSE,2,4,0.96,0.6,cubic,-0.875,0.614,1.264,11.726,0,3.885,3.885,3.885,90,90,90,25,54.938,30,25,25,4,7,1.8,1.55,7.434,7.44,1519.15,2334,11,0.479,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.048
MoRhO3,Mo,Rh,FALSE,3,3,0.69,0.67,cubic,-0.181,1.549,0.53,11.805,0,3.894,3.894,3.894,90,90,90,42,95.96,54,42,42,5,6,2,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.347
NaRhO3,Na,Rh,FALSE,not balanced,not balanced,1.39,0.61,orthorhombic,-1.139,0.094,0.09,10.64,0,5.244,5.389,7.53,90,90,90,11,22.99,12,11,11,3,1,2.2,0.93,5.1391,0.971,371.15,1156,7,1.228,3,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.417
NbRhO3,Nb,Rh,FALSE,3,3,0.72,0.67,cubic,-0.531,1.607,0.331,11.728,0,3.885,3.885,3.885,90,90,90,41,92.906,52,41,41,5,5,2.1,1.6,6.7589,8.57,2741.15,5017,24,0.265,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.377
NdRhO3,Nd,Rh,TRUE,2,4,1.35,0.6,orthorhombic,-2.336,-0.059,0,12.251,0.729,5.385,5.839,7.793,90,90,90,60,144.242,84,60,60,6,,2.6,1.14,5.525,7.01,1289.15,3347,16,0.19,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.681
NiRhO3,Ni,Rh,FALSE,2,4,0.69,0.6,cubic,-0.227,0.893,-0.142,11.537,0,3.864,3.864,3.864,90,90,90,28,58.693,31,28,28,4,10,1.6,1.91,7.6398,8.91,1726.15,3186,11,0.444,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.282
NpRhO3,Np,Rh,FALSE,element not in BV,element not in BV,0.98,0.61,cubic,-2.012,0.525,0.792,12.451,0,3.963,3.963,3.963,90,90,90,93,237,144,93,93,7,,,1.36,6.2657,20.5,913.15,4273,153,,7,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,1.574
OsRhO3,Os,Rh,FALSE,element not in BV,element not in BV,0.57,0.61,cubic,0.474,1.482,0.908,11.854,0,3.899,3.899,3.899,90,90,90,76,190.23,114,76,76,6,8,1.9,2.2,8.4382,22.6,3300.15,5285,19,0.13,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-2.612
PaRhO3,Pa,Rh,FALSE,element not in BV,element not in BV,0.95,0.61,cubic,-1.295,0.876,0.295,12.432,0,3.961,3.961,3.961,90,90,90,91,231.036,140,91,91,7,,,1.5,5.89,15.4,1873.15,4300,14,,7,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.288
PbRhO3,Pb,Rh,FALSE,2,4,1.49,0.6,orthorhombic,-1.085,0.067,0,12.223,0,5.491,5.694,7.82,90,90,90,82,207.2,125,82,82,6,14,1.8,2.33,7.4167,11.3,600.75,2022,29,0.129,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,1.584
PdRhO3,Pd,Rh,FALSE,2,4,0.86,0.6,cubic,-0.137,0.745,0.375,11.644,0,3.876,3.876,3.876,90,90,90,46,106.42,60,46,46,5,10,1.8,2.2,8.3369,12,1825.15,3236,21,0.244,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.412
PmRhO3,Pm,Rh,FALSE,element not in BV,element not in BV,1.14,0.61,orthorhombic,-2.361,-0.056,0,12.096,0.945,5.357,5.826,7.751,90,90,90,61,145,84,61,61,6,,2.6,1.13,5.582,7.26,1204.15,3273,14,,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.503
PrRhO3,Pr,Rh,TRUE,3,3,1.18,0.67,orthorhombic,-2.316,-0.06,0,12.426,0.708,5.421,5.849,7.839,90,90,90,59,140.908,82,59,59,6,,2.7,1.13,5.473,6.77,1204.15,3793,15,0.193,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.878
PtRhO3,Pt,Rh,FALSE,element not in BV,element not in BV,0.67,0.61,cubic,0.171,1.03,0.493,11.749,0,3.887,3.887,3.887,90,90,90,78,195.084,117,78,78,6,10,1.8,2.28,8.9587,21.5,2045.15,4098,32,0.133,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.183
PuRhO3,Pu,Rh,FALSE,element not in BV,element not in BV,0.96,0.61,-,-,-,-,-,-,-,-,-,-,-,-,94,244,150,94,94,7,,,1.28,6.0262,19.8,913.15,3501,163,,7,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-
RbRhO3,Rb,Rh,FALSE,not balanced,not balanced,1.72,0.61,tetragonal,-0.992,0.192,0.397,14.963,0,3.834,3.834,5.09,90,90,90,37,85.468,48,37,37,5,1,3,0.82,4.1771,1.53,312.79,961,20,0.363,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.14
ReRhO3,Re,Rh,FALSE,5,1,0.58,0.67,cubic,0.351,1.872,0.727,11.925,0,3.907,3.907,3.907,90,90,90,75,186.207,111,75,75,6,7,2,1.9,7.8335,21,3453.15,5869,21,0.137,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-
Rh2O3,Rh,Rh,FALSE,3,3,0.67,0.67,cubic,-0.004,0.93,0.762,11.681,0,3.88,3.88,3.88,90,90,90,45,102.906,58,45,45,5,9,1.8,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.096
RuRhO3,Ru,Rh,FALSE,2,4,0.68,0.6,cubic,0.036,1.108,0.882,11.671,0,3.879,3.879,3.879,90,90,90,44,101.07,57,44,44,5,8,1.9,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.138
SbRhO3,Sb,Rh,FALSE,3,3,0.76,0.67,cubic,-0.668,0.634,0,12.247,0,3.942,3.942,3.942,90,90,90,51,121.76,71,51,51,5,15,1.5,2.05,8.6084,6.69,904.05,1860,29,0.207,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.326
ScRhO3,Sc,Rh,FALSE,not balanced,not balanced,0.87,0.61,cubic,-1.465,0.905,0,11.596,0,3.87,3.87,3.87,90,90,90,21,44.956,24,21,21,4,3,2.1,1.36,6.5615,2.99,1812.15,3109,15,0.568,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.954
SiRhO3,Si,Rh,FALSE,2,4,0.4,0.6,cubic,-0.39,1.765,0.012,11.664,0,3.878,3.878,3.878,90,90,90,14,28.086,14,14,14,3,14,1.5,1.9,8.1517,2.33,1683.15,3538,8,0.705,3,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.272
SmRhO3,Sm,Rh,TRUE,2,4,1.32,0.6,orthorhombic,-2.37,-0.053,0,11.987,0.783,5.337,5.818,7.72,90,90,90,62,150.36,88,62,62,6,,2.6,1.17,5.6437,7.52,1345.15,2067,17,0.197,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.38
SnRhO3,Sn,Rh,FALSE,2,4,0.81,0.6,cubic,-0.88,0.604,0.002,12.323,0,3.95,3.95,3.95,90,90,90,50,118.71,69,50,50,5,14,1.7,1.96,7.3439,7.29,505.21,2875,28,0.228,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.885
SrRhO3,Sr,Rh,FALSE,2,4,1.44,0.6,orthorhombic,-1.856,-0.006,0.2,12.33,0,5.553,5.635,7.882,90,90,90,38,87.62,50,38,38,5,2,2.5,0.95,5.6949,2.64,1042.15,1655,18,0.301,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,1.774
TaRhO3,Ta,Rh,FALSE,2,4,0.74,0.6,cubic,-0.31,2.037,0.304,11.667,0,3.878,3.878,3.878,90,90,90,73,180.948,108,73,73,6,5,2.1,1.5,7.5496,16.7,3269.15,5731,19,0.14,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-4.987
TbRhO3,Tb,Rh,TRUE,2,4,1.1,0.6,cubic,-1.747,0.537,0,12.011,0,3.916,3.916,3.916,90,90,90,65,158.925,94,65,65,6,,2.5,1.2,5.8638,8.23,1630.15,3503,24,0.182,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.048
TcRhO3,Tc,Rh,FALSE,element not in BV,element not in BV,0.6,0.61,cubic,-0.119,1.212,0.727,11.908,0,3.905,3.905,3.905,90,90,90,43,98,55,43,43,5,7,2,1.9,7.28,11.5,2473.15,5150,23,,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-2.31
TeRhO3,Te,Rh,FALSE,2,4,0.97,0.6,cubic,-0.408,0.683,0,12.356,0,3.953,3.953,3.953,90,90,90,52,127.6,76,52,52,5,16,1.4,2.1,9.0096,6.23,722.8,1261,29,0.202,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.665
ThRhO3,Th,Rh,FALSE,not balanced,not balanced,1.21,0.61,cubic,-2.052,0.801,0,12.684,0,3.988,3.988,3.988,90,90,90,90,232.038,142,90,90,7,,,1.3,6.3067,11.7,2028.15,5061,12,0.113,7,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.403
TiRhO3,Ti,Rh,FALSE,2,4,0.86,0.6,cubic,-0.857,1.4,0.005,11.42,0,3.851,3.851,3.851,90,90,90,22,47.867,26,22,22,4,4,2,1.54,6.8281,4.54,1933.15,3560,9,0.523,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.546
TlRhO3,Tl,Rh,FALSE,3,3,0.98,0.67,orthorhombic,-0.914,0.054,0,11.85,0,5.44,5.58,7.807,90,90,90,81,204.383,123,81,81,6,13,2.1,2.04,6.1082,11.9,577.15,1746,28,0.129,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.486
TmRhO3,Tm,Rh,FALSE,2,4,1.09,0.6,cubic,-1.78,0.653,0.001,11.866,0,3.9,3.9,3.9,90,90,90,69,168.934,100,69,69,6,,2.4,1.25,6.1843,9.32,1818.15,2223,18,0.16,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.484
URhO3,U,Rh,FALSE,3,3,1.03,0.67,cubic,-1.883,0.72,0.57,12.518,0,3.97,3.97,3.97,90,90,90,92,238.029,146,92,92,7,,,1.38,6.1941,19,1405.15,4404,15,0.116,7,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,0.54
VRhO3,V,Rh,FALSE,2,4,0.79,0.6,cubic,-0.75,1.064,0.338,11.669,0,3.878,3.878,3.878,90,90,90,23,50.942,28,23,23,4,5,1.9,1.63,6.7462,6.11,2175.15,3680,9,0.489,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.777
WRhO3,W,Rh,FALSE,3,3,0.66,0.67,cubic,0.182,2.139,0.528,11.783,0,3.891,3.891,3.891,90,90,90,74,183.84,110,74,74,6,6,2,2.36,7.864,19.3,3680.15,5828,22,0.132,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-5.188
YRhO3,Y,Rh,FALSE,3,3,1.08,0.67,cubic,-1.848,0.523,0,12.035,0,3.919,3.919,3.919,90,90,90,39,88.906,50,39,39,5,3,2.3,1.22,6.2173,4.47,1799.15,3609,21,0.298,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.064
YbRhO3,Yb,Rh,FALSE,2,4,1.14,0.6,orthorhombic,-2.115,-0.089,0.2,11.016,0,5.189,5.63,7.541,90,90,90,70,173.054,103,70,70,6,,2.4,1.1,6.2542,6.97,1097.15,1469,16,0.155,6,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-
ZnRhO3,Zn,Rh,FALSE,2,4,0.9,0.6,cubic,-0.519,0.763,0.258,11.576,0,3.868,3.868,3.868,90,90,90,30,65.38,35,30,30,4,12,1.5,1.65,9.3942,7.13,692.88,1180,15,0.388,4,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-0.397
ZrRhO3,Zr,Rh,FALSE,3,3,0.89,0.67,cubic,-1.202,1.289,0.001,11.744,0,3.887,3.887,3.887,90,90,90,40,91.224,51,40,40,5,4,2.2,1.33,6.6339,6.51,2125.15,4682,20,0.278,5,45,102.906,58,45,45,5,9,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,-1.402
AcRuO3,Ac,Ru,FALSE,element not in BV,element not in BV,1.12,0.62,orthorhombic,-2.345,0.015,0.197,13.161,0,5.619,5.835,8.029,90,90,90,89,227,138,89,89,7,3,,1.1,5.17,10.1,1323.15,3471,11,0.12,7,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,2.787
AgRuO3,Ag,Ru,FALSE,1,5,1.28,0.57,rhombohedral,-0.754,0.112,0.1,11.148,0,5.375,5.375,5.375,60.7,60.7,60.7,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.891
AlRuO3,Al,Ru,FALSE,3,3,0.54,0.68,cubic,-0.871,1.331,0.212,11.596,0,3.87,3.87,3.87,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.576
AsRuO3,As,Ru,FALSE,2,4,0.58,0.62,cubic,-0.462,0.831,0.248,11.724,0,3.885,3.885,3.885,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.888
AuRuO3,Au,Ru,FALSE,element not in BV,element not in BV,0.93,0.62,orthorhombic,-0.598,0.255,-0.014,11.408,0,5.541,5.588,7.37,90,90,90,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.552
BRuO3,B,Ru,FALSE,1,5,0.27,0.57,cubic,0.072,1.954,0.014,11.119,0,3.817,3.817,3.817,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.369
BaRuO3,Ba,Ru,FALSE,2,4,1.61,0.62,cubic,-1.953,0.071,0.389,13.15,0,4.036,4.036,4.036,90,90,90,56,137.327,81,56,56,6,2,2.8,0.89,5.2117,3.59,1002.15,2170,25,0.204,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,3.303
BeRuO3,Be,Ru,FALSE,2,4,0.45,0.62,cubic,-0.442,1.505,0.393,11.219,0,3.828,3.828,3.828,90,90,90,4,9.012,5,4,4,2,2,1.4,1.57,9.3227,1.85,1560.15,2742,6,1.825,2,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.043
BiRuO3,Bi,Ru,FALSE,2,4,1.38,0.62,orthorhombic,-1.176,0.138,0.192,12.35,0,5.398,5.847,7.825,90,90,90,83,208.98,126,83,83,6,15,1.6,2.02,7.2856,9.81,544.67,1837,19,0.122,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.594
CaRuO3,Ca,Ru,TRUE,2,4,1.34,0.62,orthorhombic,-2.073,-0.017,0.397,11.614,0,5.371,5.61,7.708,90,90,90,20,40.078,20,20,20,4,2,2.2,1,6.1132,1.54,1112.15,1757,14,0.647,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,2.353
CdRuO3,Cd,Ru,FALSE,2,4,1.31,0.62,orthorhombic,-1.152,0.102,0.4,11.31,0,5.403,5.455,7.676,90,90,90,48,112.411,64,48,48,5,12,1.7,1.69,8.9938,8.69,594.33,1040,22,0.232,5,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,2.096
CeRuO3,Ce,Ru,FALSE,3,3,1.34,0.68,orthorhombic,-2.294,0.037,0.198,12.6,0,5.43,5.9,7.867,90,90,90,58,140.116,82,58,58,6,,2.7,1.12,5.5387,6.77,1071.15,3716,19,0.192,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.968
CoRuO3,Co,Ru,FALSE,2,4,0.9,0.62,cubic,-0.571,0.689,0.334,11.387,0,3.847,3.847,3.847,90,90,90,27,58.933,32,27,27,4,9,1.7,1.88,7.881,8.86,1768.15,3200,14,0.421,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,-
CrRuO3,Cr,Ru,FALSE,2,4,0.8,0.62,cubic,-1.033,0.778,0.82,11.469,0,3.856,3.856,3.856,90,90,90,24,51.996,28,24,24,4,6,1.9,1.66,6.7665,7.15,2130.15,2944,9,0.449,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.896
CsRuO3,Cs,Ru,FALSE,1,5,1.88,0.57,tetragonal,-1.157,0.264,0.002,14.074,0,3.914,3.914,4.595,90,90,90,55,132.905,78,55,55,6,1,3.3,0.79,3.8939,1.87,301.7,944,22,0.242,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.864
CuRuO3,Cu,Ru,FALSE,1,5,0.77,0.57,orthorhombic,-0.955,0.128,0.199,9.792,0,5.109,5.125,7.479,90,90,90,29,63.546,35,29,29,4,11,1.6,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.467
DyRuO3,Dy,Ru,FALSE,2,4,1.19,0.62,cubic,-1.91,0.585,0.128,11.963,0,3.911,3.911,3.911,90,90,90,66,162.5,97,66,66,6,,2.5,1.22,5.9389,8.55,1680.15,2840,21,0.17,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.667
ErRuO3,Er,Ru,FALSE,3,3,1.06,0.68,cubic,-1.86,0.658,0.133,11.897,0,3.904,3.904,3.904,90,90,90,68,167.259,99,68,68,6,,2.5,1.24,6.1077,9.07,1795.15,3503,16,0.168,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.413
EuRuO3,Eu,Ru,FALSE,2,4,1.48,0.62,orthorhombic,-2.26,-0.112,0.383,11.669,0,5.413,5.571,7.738,90,90,90,63,151.964,89,63,63,6,,2.6,1.2,5.6704,5.24,1095.15,1802,21,0.182,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,2.747
FeRuO3,Fe,Ru,FALSE,1,5,0.92,0.57,cubic,-0.063,1.337,1.346,17.007,0,4.397,4.397,4.397,90,90,90,26,55.845,30,26,26,4,8,1.7,1.83,7.9024,7.87,1808.15,3134,10,0.449,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,-
GaRuO3,Ga,Ru,FALSE,1,5,0.62,0.57,cubic,-0.923,0.697,0.005,11.697,0,3.882,3.882,3.882,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.601
GdRuO3,Gd,Ru,FALSE,2,4,1.11,0.62,cubic,-1.957,0.526,0.121,12.032,0,3.918,3.918,3.918,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.899
GeRuO3,Ge,Ru,FALSE,2,4,0.73,0.62,cubic,-0.817,0.697,0.326,11.859,0,3.899,3.899,3.899,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,2.002
HfRuO3,Hf,Ru,FALSE,4,2,0.83,0.68,cubic,-1.117,1.566,0,11.56,0,3.866,3.866,3.866,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,-2.171
HgRuO3,Hg,Ru,FALSE,1,5,1.19,0.57,rhombohedral,-0.767,0.175,0.222,11.602,0,5.424,5.424,5.424,61.3,61.3,61.3,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,1.303
HoRuO3,Ho,Ru,FALSE,2,4,1.12,0.62,cubic,-1.885,0.622,0.13,11.932,0,3.907,3.907,3.907,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,44,101.07,57,44,44,5,8,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,0.556
